x,y,labels
0.0633095,0.22994363,7
0.352863,0.85408,10
0.75767374,0.76333904,2
0.3431933,0.3667923,7
0.089747585,0.5984988,1
0.4339335,0.65958405,11
0.3431933,0.3667923,7
0.5309586,0.024378145,4
0.81784296,0.5696838,12
0.4814942,0.39057732,6
0.6002904,0.46077883,13
0.4150913,0.6395,0
0.7538838,0.38417715,12
0.41710404,0.57685226,0
0.69479525,0.19935174,3
0.089747585,0.5984988,1
0.47159898,0.96767783,0
0.22502722,0.4325589,7
0.74544,0.2252673,12
0.03162676,0.32070014,7
0.29503998,0.3301032,5
0.051341824,0.62265295,1
0.064602174,0.59964144,1
0.22502722,0.4325589,7
0.6449552,0.6919349,2
0.49803135,0.5911938,0
0.22502722,0.4325589,7
0.16693972,0.63345456,1
0.979548,0.55314344,2
0.654257,0.34214333,0
0.80319005,0.53098,2
0.88630897,0.58601874,2
0.41710404,0.57685226,0
0.09647433,0.6481493,1
0.09647433,0.6481493,1
0.75836414,0.6539865,2
0.75836414,0.6539865,2
0.4339335,0.65958405,11
0.75836414,0.6539865,2
0.11444175,0.61990833,1
0.7588964,0.6810982,2
0.4339335,0.65958405,11
0.11444175,0.61990833,1
0.16329817,0.15142591,7
0.5309586,0.024378145,4
0.16329817,0.15142591,7
0.8625022,0.4628149,8
0.6935435,0.7703523,2
0.4339335,0.65958405,11
0.77394503,0.6874437,2
0.47045884,0.6565263,0
0.9105162,0.1710088,4
0.64584213,0.36481774,0
0.4339335,0.65958405,11
0.49803135,0.5911938,0
0.4339335,0.65958405,11
0.6214978,0.6816161,2
0.11747017,0.58618367,1
0.49856555,0.91004825,0
0.5263983,0.40955302,6
0.49379146,0.43959266,11
0.0633095,0.22994363,7
0.5267256,0.45889908,13
0.95538306,0.462698,8
0.8695979,0.5829664,9
0.0633095,0.22994363,7
0.22502722,0.4325589,7
0.22502722,0.4325589,7
0.7341244,0.19060713,12
0.791434,0.6263934,9
0.26659527,0.53233236,5
0.15336241,0.63277,1
0.19381455,0.25502762,5
0.4339335,0.65958405,11
0.0633095,0.22994363,7
0.64515936,0.4371623,13
0.8263597,0.49878126,8
0.08620577,0.5834517,1
0.4339335,0.65958405,11
0.8539506,0.5360925,9
0.4174308,0.17347583,4
0.14808425,0.60499305,1
0.47045884,0.6565263,0
0.5309586,0.024378145,4
0.47045884,0.6565263,0
0.6731363,0.69985265,2
0.36785415,0.6639227,0
0.14808425,0.60499305,1
0.36785415,0.6639227,0
0.22502722,0.4325589,7
0.880219,0.19240546,4
0.10522125,0.60789746,1
0.58161086,0.522366,7
0.4339335,0.65958405,11
0.40545252,0.11708104,3
0.22502722,0.4325589,7
0.10522125,0.60789746,1
0.22502722,0.4325589,7
0.74544,0.2252673,12
0.22502722,0.4325589,7
0.4174308,0.17347583,4
0.9105162,0.1710088,4
0.47159898,0.96767783,0
0.83901936,0.3774894,12
0.22502722,0.4325589,7
0.47159898,0.96767783,0
0.49379146,0.43959266,11
0.6533675,0.4537516,12
0.47159898,0.96767783,0
0.22502722,0.4325589,7
0.96962905,0.46512341,8
0.7100376,0.7361469,2
0.10522125,0.60789746,1
0.22502722,0.4325589,7
0.10522125,0.60789746,1
0.70116687,0.6894569,2
0.9601396,0.44258153,8
0.74544,0.2252673,12
0.22502722,0.4325589,7
0.4339335,0.65958405,11
0.29503998,0.3301032,5
0.6057709,0.23318204,3
0.4174308,0.17347583,4
0.6242468,0.33352333,0
0.5650901,0.24614519,3
0.39853278,0.61934346,11
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.2973006,0.42072025,7
0.7309016,0.4904259,8
0.5446146,0.3771271,6
0.10522125,0.60789746,1
0.6331755,0.24716565,3
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.63646024,0.36377892,6
0.2973006,0.42072025,7
0.8561102,0.30109504,12
0.6904763,0.34501967,0
0.47045884,0.6565263,0
0.2973006,0.42072025,7
0.2973006,0.42072025,7
0.6794876,0.4949735,12
0.33077702,0.30770832,5
0.55220246,0.37317017,6
0.10522125,0.60789746,1
0.36685708,0.63727814,11
0.64584213,0.36481774,0
0.7637939,0.5610115,12
0.7006316,0.22658964,3
0.81020755,0.42034766,8
0.47758487,0.67407274,0
0.75767374,0.76333904,2
0.40027666,0.35393235,6
0.5962828,0.4239493,13
0.41910434,0.23048982,4
0.75767374,0.76333904,2
0.89084154,0.40863362,8
0.2973006,0.42072025,7
0.26936668,0.36054876,5
0.4339335,0.65958405,11
0.31045216,0.36558655,5
0.74544,0.2252673,12
0.95805216,0.5927493,2
0.78067195,0.6767282,2
0.38811585,0.61224216,11
0.6057709,0.23318204,3
0.5972817,0.046623826,4
0.1190784,0.18987617,5
0.48358518,0.41684407,6
0.7034116,0.11923581,4
0.2973006,0.42072025,7
0.10522125,0.60789746,1
0.36785415,0.6639227,0
0.49379146,0.43959266,11
0.7034116,0.11923581,4
0.47159898,0.96767783,0
0.71441466,0.51371545,14
0.43597555,0.59637636,11
0.86157966,0.1638073,4
0.7208969,0.69670105,2
0.4577256,0.17783569,3
0.5191377,0.4025408,11
0.8050185,0.6057065,12
0.46906245,0.7669167,0
0.10522125,0.60789746,1
0.6305152,0.44427592,14
0.78194976,0.59431225,12
0.47045884,0.6565263,0
0.780079,0.68141353,2
0.79359525,0.5613629,12
0.10522125,0.60789746,1
0.6851404,0.37997353,0
0.43599278,0.5974926,11
0.3234281,0.31231475,5
0.69479525,0.19935174,3
0.4489997,0.5625287,11
0.7711303,0.6977136,2
0.0633095,0.22994363,7
0.0633095,0.22994363,7
0.5673776,0.31686822,6
0.67609155,0.65084237,2
0.29503998,0.3301032,5
0.10522125,0.60789746,1
0.50716466,0.19023354,3
0.9854998,0.4581245,8
0.88144815,0.5651967,9
0.9522166,0.5532763,2
0.10522125,0.60789746,1
0.25710443,0.3053234,5
0.10522125,0.60789746,1
0.2973006,0.42072025,7
0.86157966,0.1638073,4
0.2973006,0.42072025,7
0.36785415,0.6639227,0
0.7034116,0.11923581,4
0.26659527,0.53233236,5
0.8711081,0.47562185,9
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.58200055,0.38816288,6
0.10522125,0.60789746,1
0.69357526,0.46310574,12
0.0633095,0.22994363,7
0.2973006,0.42072025,7
0.6214978,0.6816161,2
0.10522125,0.60789746,1
0.81784296,0.5696838,12
0.41910434,0.23048982,4
0.47750697,0.8461669,10
0.78253746,0.7371861,2
0.7228309,0.7674027,2
0.45413253,0.15040769,3
0.72610754,0.6338821,2
0.38556248,0.67551357,11
0.85329664,0.34455198,12
0.5120902,0.59367687,0
0.41710404,0.57685226,0
0.49803135,0.5911938,0
0.47045884,0.6565263,0
0.22790973,0.51864684,5
0.6057709,0.23318204,3
0.2973006,0.42072025,7
0.72610754,0.6338821,2
0.10522125,0.60789746,1
0.2973006,0.42072025,7
0.36785415,0.6639227,0
0.5132949,0.36694002,3
0.2973006,0.42072025,7
0.43597555,0.59637636,11
0.5972817,0.046623826,4
0.56303996,0.41001543,13
0.63298136,0.4140724,12
0.10522125,0.60789746,1
0.22790973,0.51864684,5
0.2973006,0.42072025,7
0.418216,0.5754677,0
0.39853278,0.61934346,11
0.44047672,0.63995796,0
0.6214978,0.6816161,2
0.47108996,0.6112957,11
0.5093833,0.4443508,11
0.62059164,0.46572533,12
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.6053878,0.52936697,0
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.2755224,0.4046875,7
0.41910434,0.23048982,4
0.516784,0.39370647,6
0.47045884,0.6565263,0
0.29752442,0.7713147,1
0.41910434,0.23048982,4
0.10522125,0.60789746,1
0.5191377,0.4025408,11
0.10522125,0.60789746,1
0.2755224,0.4046875,7
0.10522125,0.60789746,1
0.2755224,0.4046875,7
0.10522125,0.60789746,1
0.9637996,0.4572187,8
0.50716466,0.19023354,3
0.60380775,0.32767686,3
0.10522125,0.60789746,1
0.6722074,0.6807936,2
0.6904763,0.34501967,0
0.33444443,0.4144677,6
0.41910434,0.23048982,4
0.44596335,0.24020803,4
0.47758487,0.67407274,0
0.626234,0.42649418,12
0.19381455,0.25502762,5
0.8429255,0.37161964,12
0.43597555,0.59637636,11
0.44847757,0.9583378,0
0.87854695,0.36277652,12
0.2973006,0.42072025,7
0.5238853,0.47038212,13
0.2755224,0.4046875,7
0.29503998,0.3301032,5
0.44105476,0.44569212,5
0.8009716,0.6177254,9
0.41910434,0.23048982,4
0.78194976,0.59431225,12
0.10522125,0.60789746,1
0.47159898,0.96767783,0
0.58937573,0.38143978,6
0.44047672,0.63995796,0
0.10522125,0.60789746,1
0.0633095,0.22994363,7
0.10522125,0.60789746,1
0.2755224,0.4046875,7
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.41910434,0.23048982,4
0.60758954,0.6552461,2
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.37651587,0.65545255,0
0.36785415,0.6639227,0
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.46210444,0.8224879,10
0.36785415,0.6639227,0
0.3301858,0.44921437,7
0.69479525,0.19935174,3
0.10522125,0.60789746,1
0.5480519,0.35432506,6
0.49379146,0.43959266,11
0.2755224,0.4046875,7
0.41910434,0.23048982,4
0.10522125,0.60789746,1
0.2755224,0.4046875,7
0.69356847,0.46310177,12
0.79683995,0.49608988,12
0.10522125,0.60789746,1
0.16329817,0.15142591,7
0.62495524,0.44184393,0
0.4339335,0.65958405,11
0.47758487,0.67407274,0
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.8041257,0.6079753,9
0.47758487,0.67407274,0
0.75767374,0.76333904,2
0.62007844,0.006808244,4
0.71769816,0.5077502,2
0.810047,0.37067467,12
0.2755224,0.4046875,7
0.47758487,0.67407274,0
0.2755224,0.4046875,7
0.6904763,0.34501967,0
0.10522125,0.60789746,1
0.53355044,0.35223314,6
0.47758487,0.67407274,0
0.62007844,0.006808244,4
0.19381455,0.25502762,5
0.77577674,0.21501437,12
0.4707101,0.21615617,3
0.86157966,0.1638073,4
0.8410551,0.3846998,12
0.7609838,0.40758762,12
0.4339335,0.65958405,11
0.60498476,0.26419562,3
0.9274409,0.6046151,2
0.5188771,0.40307602,6
0.7208969,0.69670105,2
0.81784296,0.5696838,12
0.10522125,0.60789746,1
0.7317721,0.52249885,9
0.8539506,0.5360925,9
0.6214978,0.6816161,2
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.41910434,0.23048982,4
0.26659527,0.53233236,5
0.86157966,0.1638073,4
0.10522125,0.60789746,1
0.47159898,0.96767783,0
0.22920625,0.55512196,5
0.2755224,0.4046875,7
0.5479391,0.3542621,6
0.22790973,0.51864684,5
0.62007844,0.006808244,4
0.79359525,0.5613629,12
0.20791043,0.2342463,5
0.49351668,0.36915666,6
0.0633095,0.22994363,7
0.861377,0.33602616,12
0.4339335,0.65958405,11
0.7369302,0.1391597,4
0.47286156,0.36579344,6
0.2755224,0.4046875,7
0.41910434,0.23048982,4
0.36785415,0.6639227,0
0.36785415,0.6639227,0
0.62007844,0.006808244,4
0.62007844,0.006808244,4
0.21298194,0.27078038,5
0.4412107,0.62920403,11
0.22790973,0.51864684,5
0.2755224,0.4046875,7
0.41910434,0.23048982,4
0.42261818,0.19443895,4
0.2755224,0.4046875,7
0.8282291,0.71087,2
0.2755224,0.4046875,7
0.43683174,0.9309474,0
0.8323928,0.4992962,9
0.42261818,0.19443895,4
0.4412107,0.62920403,11
0.10522125,0.60789746,1
0.73451114,0.21609166,12
0.77701455,0.40065137,12
0.450715,0.11874628,3
0.10522125,0.60789746,1
0.2755224,0.4046875,7
0.33444443,0.4144677,6
0.39853278,0.61934346,11
0.5972817,0.046623826,4
0.4731007,0.7624959,0
0.9438783,0.4502603,8
0.4150913,0.6395,0
0.0633095,0.22994363,7
0.5191377,0.4025408,11
0.2755224,0.4046875,7
0.75147516,0.39376974,12
0.38725224,0.636294,11
0.10522125,0.60789746,1
0.81723624,0.423772,8
0.0633095,0.22994363,7
0.23924711,0.37832934,7
0.23924711,0.37832934,7
0.10522125,0.60789746,1
0.43683174,0.9309474,0
0.47758487,0.67407274,0
0.5972817,0.046623826,4
0.10522125,0.60789746,1
0.42034763,0.6136702,11
0.0633095,0.22994363,7
0.41491747,0.12692076,3
0.10522125,0.60789746,1
0.81835777,0.39782187,8
0.72610754,0.6338821,2
0.2973006,0.42072025,7
0.8539506,0.5360925,9
0.8768144,0.3346783,12
0.2973006,0.42072025,7
0.59712976,0.49119076,14
0.42261818,0.19443895,4
0.2973006,0.42072025,7
0.2973006,0.42072025,7
0.5221005,0.3670821,6
0.23420413,0.25185284,5
0.66022044,0.7445698,2
0.7093329,0.51992285,2
0.4707101,0.21615617,3
0.2973006,0.42072025,7
0.10522125,0.60789746,1
0.42261818,0.19443895,4
0.6648008,0.4139439,14
0.43597555,0.59637636,11
0.41491747,0.12692076,3
0.10522125,0.60789746,1
0.4412107,0.62920403,11
0.7854017,0.17858958,4
0.41491747,0.12692076,3
0.10522125,0.60789746,1
0.4150913,0.6395,0
0.6331755,0.24716565,3
0.5972817,0.046623826,4
0.6285592,0.48541138,14
0.42261818,0.19443895,4
0.27049533,0.3807326,7
0.27049533,0.3807326,7
0.10522125,0.60789746,1
0.33444443,0.4144677,6
0.36785415,0.6639227,0
0.3907867,0.8143595,10
0.41491747,0.12692076,3
0.36785415,0.6639227,0
0.666276,0.34048188,0
0.70646155,0.56763136,2
0.10522125,0.60789746,1
0.73920554,0.7075376,2
0.40123358,0.5842929,11
0.47159898,0.96767783,0
0.27049533,0.3807326,7
0.8315555,0.27894074,12
0.0633095,0.22994363,7
0.757385,0.71128845,2
0.73145187,0.5348428,12
0.10522125,0.60789746,1
0.35077932,0.7880091,10
0.5100687,0.33777207,3
0.43597555,0.59637636,11
0.74544,0.2252673,12
0.66122735,0.44850376,12
0.27049533,0.3807326,7
0.59350234,0.326995,3
0.46698394,0.21001862,4
0.0633095,0.22994363,7
0.27049533,0.3807326,7
0.27049533,0.3807326,7
0.26659527,0.53233236,5
0.8078197,0.485075,8
0.5972817,0.046623826,4
0.47758487,0.67407274,0
0.27049533,0.3807326,7
0.10522125,0.60789746,1
0.47758487,0.67407274,0
0.79669875,0.54069114,12
0.42261818,0.19443895,4
0.5523039,0.4985467,0
0.4577256,0.17783569,3
0.71208096,0.5709964,2
0.47159898,0.96767783,0
0.626234,0.42649418,12
0.34953052,0.8706544,10
0.7904527,0.40416524,8
0.47159898,0.96767783,0
0.49803135,0.5911938,0
0.0633095,0.22994363,7
0.22790973,0.51864684,5
0.47159898,0.96767783,0
0.6030215,0.30758038,6
0.42261818,0.19443895,4
0.10522125,0.60789746,1
0.5972817,0.046623826,4
0.10522125,0.60789746,1
0.7034116,0.11923581,4
0.5972817,0.046623826,4
0.6904763,0.34501967,0
0.36785415,0.6639227,0
0.10522125,0.60789746,1
0.72923446,0.70658493,2
0.70744085,0.72003883,2
0.49633375,0.40022543,11
0.70744085,0.72003883,2
0.09975091,0.27897942,7
0.7844578,0.5646655,2
0.19381455,0.25502762,5
0.4150913,0.6395,0
0.4150913,0.6395,0
0.4339335,0.65958405,11
0.39579505,0.5436212,11
0.86157966,0.1638073,4
0.8117323,0.4827865,12
0.31241375,0.33733574,5
0.5972817,0.046623826,4
0.5972817,0.046623826,4
0.74544,0.2252673,12
0.50716466,0.19023354,3
0.0,0.6599938,1
0.55749774,0.42249578,13
0.44047672,0.63995796,0
0.0633095,0.22994363,7
0.27049533,0.3807326,7
0.666276,0.34048188,0
0.10522125,0.60789746,1
0.45423144,0.22677696,4
0.10522125,0.60789746,1
0.4339335,0.65958405,11
0.4339335,0.65958405,11
0.10522125,0.60789746,1
0.44047672,0.63995796,0
0.4339335,0.65958405,11
0.352863,0.85408,10
0.27049533,0.3807326,7
0.4339335,0.65958405,11
0.6328639,0.45001924,14
0.22790973,0.51864684,5
0.46504104,0.4204782,11
0.27049533,0.3807326,7
0.70347357,0.4613292,14
0.62693346,0.26482624,3
0.6430874,0.48882705,14
0.10522125,0.60789746,1
0.75767374,0.76333904,2
0.27049533,0.3807326,7
0.75767374,0.76333904,2
0.36785415,0.6639227,0
0.6788509,0.46034566,14
0.8003753,0.5025211,12
0.36785415,0.6639227,0
0.7034116,0.11923581,4
0.75767374,0.76333904,2
0.27049533,0.3807326,7
0.7657352,0.39197403,12
0.42261818,0.19443895,4
0.4339335,0.65958405,11
0.7208969,0.69670105,2
0.47758487,0.67407274,0
0.86540204,0.35563567,12
0.58035225,0.39521292,6
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.5972817,0.046623826,4
0.7208969,0.69670105,2
0.91323715,0.46601534,8
0.49633375,0.40022543,11
0.50716466,0.19023354,3
0.88066244,0.48970324,9
0.0633095,0.22994363,7
0.636548,0.04469396,4
0.38811585,0.61224216,11
0.10522125,0.60789746,1
0.27049533,0.3807326,7
0.4339335,0.65958405,11
0.4339335,0.65958405,11
0.27049533,0.3807326,7
0.27049533,0.3807326,7
0.3185066,0.4166982,6
0.87093914,0.50392914,9
0.36785415,0.6639227,0
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.27049533,0.3807326,7
0.27049533,0.3807326,7
0.544483,0.45840666,13
0.49379146,0.43959266,11
0.6348879,0.741023,2
0.95843923,0.59579456,2
0.9480742,0.45598686,8
0.27049533,0.3807326,7
0.29503998,0.3301032,5
0.27049533,0.3807326,7
0.6533675,0.4537516,12
0.6414025,0.3579151,3
0.71364814,0.509129,9
0.10522125,0.60789746,1
0.36785415,0.6639227,0
0.27049533,0.3807326,7
0.29503998,0.3301032,5
0.0633095,0.22994363,7
0.8713538,0.5943005,9
0.8807055,0.31818274,12
0.47758487,0.67407274,0
0.47758487,0.67407274,0
0.49745598,0.944641,0
0.10522125,0.60789746,1
0.22736908,0.31267747,5
0.47758487,0.67407274,0
0.5972817,0.046623826,4
0.4814942,0.39057732,6
0.27049533,0.3807326,7
0.0633095,0.22994363,7
0.47758487,0.67407274,0
0.10522125,0.60789746,1
0.27049533,0.3807326,7
0.10522125,0.60789746,1
0.8074136,0.5294936,12
0.8074136,0.5294936,12
0.07774295,0.16924143,7
0.5764321,0.0863493,4
0.22790973,0.51864684,5
0.7667541,0.376078,12
0.5972817,0.046623826,4
0.50716466,0.19023354,3
0.79529935,0.16953228,4
0.27049533,0.3807326,7
0.50716466,0.19023354,3
0.42261818,0.19443895,4
0.6498841,0.6688975,2
0.57665133,0.50241214,0
0.79151493,0.50070775,12
0.7034116,0.11923581,4
0.32154348,0.35806698,5
0.69479525,0.19935174,3
0.4339335,0.65958405,11
0.10522125,0.60789746,1
0.27049533,0.3807326,7
0.418216,0.5754677,0
0.24826643,0.3849354,7
0.86157966,0.1638073,4
0.418216,0.5754677,0
0.5972817,0.046623826,4
0.8803982,0.5936993,9
0.74412054,0.25262782,12
0.8251133,0.41767037,8
0.4814942,0.39057732,6
0.48467746,0.22681102,3
0.34364453,0.33084494,5
0.26659527,0.53233236,5
0.6057709,0.23318204,3
0.81535923,0.41253173,8
0.24826643,0.3849354,7
0.44847757,0.9583378,0
0.418216,0.5754677,0
0.418216,0.5754677,0
0.636548,0.04469396,4
0.95396245,0.5822236,2
0.10522125,0.60789746,1
0.6498841,0.6688975,2
0.07974409,0.5572071,1
0.8249135,0.22652958,4
0.418216,0.5754677,0
0.3357461,0.78434575,10
0.0633095,0.22994363,7
0.29503998,0.3301032,5
0.4339335,0.65958405,11
0.4339335,0.65958405,11
0.28315774,0.4364249,7
0.44847757,0.9583378,0
0.73920554,0.7075376,2
0.78123945,0.6184109,9
0.86157966,0.1638073,4
0.418216,0.5754677,0
0.38921946,0.47023654,7
0.7603899,0.680211,2
0.28315774,0.4364249,7
0.28315774,0.4364249,7
0.4030983,0.69919544,11
0.10522125,0.60789746,1
0.28315774,0.4364249,7
0.4339335,0.65958405,11
0.61036885,0.47864088,14
0.46906245,0.7669167,0
0.47159898,0.96767783,0
0.49379146,0.43959266,11
0.28059977,0.40264633,7
0.450715,0.11874628,3
0.41710404,0.57685226,0
0.49379146,0.43959266,11
0.58292997,0.3570101,6
0.26659527,0.53233236,5
0.5972817,0.046623826,4
0.5972817,0.046623826,4
0.48056847,0.17981958,3
0.5502043,0.5156551,0
0.6703565,0.48975453,14
0.81520176,0.54404473,9
0.5972817,0.046623826,4
0.64050597,0.46545333,14
0.31420773,0.8617381,1
0.8348855,0.27265823,12
0.49379146,0.43959266,11
0.5026532,0.34322014,3
0.16329817,0.15142591,7
0.8483498,0.57410985,9
0.47159898,0.96767783,0
0.4339335,0.65958405,11
0.49271816,0.35959256,3
0.5972817,0.046623826,4
0.6002904,0.46077883,13
0.5853697,0.45161796,14
0.6030215,0.30758038,6
0.49379146,0.43959266,11
0.28059977,0.40264633,7
0.36785415,0.6639227,0
0.28059977,0.40264633,7
0.26659527,0.53233236,5
0.28059977,0.40264633,7
0.28059977,0.40264633,7
0.6056984,0.40816647,14
0.0715827,0.24358785,7
0.32675081,0.43582764,7
0.46188673,0.18103477,4
0.49379146,0.43959266,11
0.10522125,0.60789746,1
0.5145697,0.8516094,10
0.0633095,0.22994363,7
0.626234,0.42649418,12
0.74544,0.2252673,12
0.49856555,0.91004825,0
0.32675081,0.43582764,7
0.36785415,0.6639227,0
0.5972817,0.046623826,4
0.6469237,0.43653,13
0.10522125,0.60789746,1
0.32675081,0.43582764,7
0.10522125,0.60789746,1
0.5972817,0.046623826,4
0.32675081,0.43582764,7
0.5630055,0.24483944,3
0.4707101,0.21615617,3
0.69479525,0.19935174,3
0.5799347,0.64766103,2
0.10522125,0.60789746,1
0.6362161,0.47796318,12
0.81493044,0.44152787,12
0.50407046,0.8376331,10
0.31420773,0.8617381,1
0.10522125,0.60789746,1
0.44047672,0.63995796,0
0.54161435,0.46770406,13
0.76214105,0.7106695,2
0.10522125,0.60789746,1
0.36785415,0.6639227,0
0.4412107,0.62920403,11
0.95819616,0.4616175,8
0.47758487,0.67407274,0
0.70744085,0.72003883,2
0.32675081,0.43582764,7
0.10522125,0.60789746,1
0.36785415,0.6639227,0
0.39853278,0.61934346,11
0.6053878,0.52936697,0
0.7167578,0.51487315,14
0.47758487,0.67407274,0
0.7412377,0.7341893,2
0.35497996,0.4510968,7
0.0633095,0.22994363,7
0.63693565,0.42651853,13
0.75767374,0.76333904,2
0.32675081,0.43582764,7
0.10522125,0.60789746,1
0.5191377,0.4025408,11
0.85616153,0.5660666,9
0.32675081,0.43582764,7
0.55024934,0.23795703,3
0.3505036,0.78062344,10
0.75767374,0.76333904,2
0.450715,0.11874628,3
0.5972817,0.046623826,4
0.626234,0.42649418,12
0.7015128,0.5202256,14
0.5811937,0.4279669,13
0.59350234,0.326995,3
0.89071965,0.32568473,12
0.74104476,0.47577107,8
0.39853278,0.61934346,11
0.940204,0.4666933,8
0.35497996,0.4510968,7
0.47159898,0.96767783,0
0.37847823,0.613061,0
0.10522125,0.60789746,1
0.32675081,0.43582764,7
0.5363209,0.4813955,13
0.5972817,0.046623826,4
0.626234,0.42649418,12
0.39853278,0.61934346,11
0.88546854,0.46984977,9
0.32675081,0.43582764,7
0.35497996,0.4510968,7
0.5629853,0.4710143,11
0.86157966,0.1638073,4
0.75767374,0.76333904,2
0.5560985,0.50160545,0
0.37651587,0.65545255,0
0.35497996,0.4510968,7
0.82127154,0.33062467,12
0.35497996,0.4510968,7
0.35497996,0.4510968,7
0.5972817,0.046623826,4
0.5972817,0.046623826,4
0.352863,0.85408,10
0.10522125,0.60789746,1
0.8528219,0.5815718,9
0.35497996,0.4510968,7
0.47108996,0.6112957,11
0.42261818,0.19443895,4
0.42261818,0.19443895,4
0.75767374,0.76333904,2
0.10522125,0.60789746,1
0.450715,0.11874628,3
0.6111466,0.4987715,14
0.42261818,0.19443895,4
0.35497996,0.4510968,7
0.8271835,0.6008492,9
0.36785415,0.6639227,0
0.10522125,0.60789746,1
0.0633095,0.22994363,7
0.10522125,0.60789746,1
0.80718696,0.4451458,8
0.41910434,0.23048982,4
0.47758487,0.67407274,0
0.34756523,0.84004223,10
0.10522125,0.60789746,1
0.35497996,0.4510968,7
0.9474167,0.48297045,8
0.79669875,0.54069114,12
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.74412054,0.25262782,12
0.44847757,0.9583378,0
0.81784296,0.5696838,12
0.42261818,0.19443895,4
0.5093833,0.4443508,11
0.456679,0.39095667,6
0.4707101,0.21615617,3
0.418216,0.5754677,0
0.10522125,0.60789746,1
0.5191377,0.4025408,11
0.35497996,0.4510968,7
0.41710404,0.57685226,0
0.41910434,0.23048982,4
0.61685646,0.4589112,12
0.46698394,0.21001862,4
0.35497996,0.4510968,7
0.5093833,0.4443508,11
0.6348879,0.741023,2
0.35497996,0.4510968,7
0.41710404,0.57685226,0
0.59399146,0.5156138,0
0.0633095,0.22994363,7
0.5972817,0.046623826,4
0.32675081,0.43582764,7
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.46698394,0.21001862,4
0.7949109,0.50819784,12
0.84953403,0.5601956,9
0.5972817,0.046623826,4
0.6214978,0.6816161,2
0.4150913,0.6395,0
0.80037624,0.66134393,2
0.0633095,0.22994363,7
0.20791043,0.2342463,5
0.32675081,0.43582764,7
0.57216936,0.01904424,4
0.4150913,0.6395,0
0.48056847,0.17981958,3
0.7117286,0.50644934,14
0.43599278,0.5974926,11
0.5947771,0.45675224,13
0.31420773,0.8617381,1
0.2973006,0.42072025,7
0.5972817,0.046623826,4
0.44071603,0.59496224,0
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.26756075,0.34566033,7
0.5881997,0.0,4
0.4412107,0.62920403,11
0.26756075,0.34566033,7
0.8429255,0.37161964,12
0.10522125,0.60789746,1
0.9132421,0.4660308,8
0.8476498,0.39613172,12
0.74544,0.2252673,12
0.74544,0.2252673,12
0.9790673,0.445419,8
0.40645018,0.608656,0
0.26756075,0.34566033,7
0.5972817,0.046623826,4
0.5260767,0.40759137,6
0.36785415,0.6639227,0
0.5972817,0.046623826,4
0.8539901,0.55220073,9
0.26659527,0.53233236,5
0.86157966,0.1638073,4
0.86157966,0.1638073,4
0.26756075,0.34566033,7
0.46698394,0.21001862,4
0.8880492,0.3961191,8
0.47159898,0.96767783,0
0.26756075,0.34566033,7
0.72610754,0.6338821,2
0.8323908,0.49929458,9
0.019992428,0.23442116,7
0.5881997,0.0,4
0.019992428,0.23442116,7
0.10522125,0.60789746,1
0.26756075,0.34566033,7
0.019992428,0.23442116,7
0.7729474,0.38189974,12
0.77394503,0.6874437,2
0.46698394,0.21001862,4
0.65989274,0.4236768,12
0.64584213,0.36481774,0
0.8348855,0.27265823,12
0.5460058,0.4747065,13
0.5629853,0.4710143,11
0.08100015,0.2721808,7
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.3560737,0.3610292,7
0.46698394,0.21001862,4
0.42034763,0.6136702,11
0.6498841,0.6688975,2
0.47159898,0.96767783,0
0.10522125,0.60789746,1
0.36785415,0.6639227,0
0.36785415,0.6639227,0
0.26756075,0.34566033,7
0.86157966,0.1638073,4
0.46698394,0.21001862,4
0.36785415,0.6639227,0
0.10522125,0.60789746,1
0.6498841,0.6688975,2
0.33444443,0.4144677,6
0.36785415,0.6639227,0
0.26756075,0.34566033,7
0.75836414,0.6539865,2
0.10522125,0.60789746,1
0.22790973,0.51864684,5
0.26756075,0.34566033,7
0.26756075,0.34566033,7
0.2973006,0.42072025,7
0.9122284,0.5762834,2
0.7136177,0.74833536,2
0.4069155,0.52728856,11
0.5972817,0.046623826,4
0.2973006,0.42072025,7
0.6794869,0.49497348,12
0.43597555,0.59637636,11
0.10522125,0.60789746,1
0.37080345,0.70318395,11
0.47758487,0.67407274,0
0.7788411,0.711706,2
0.10522125,0.60789746,1
