x,y,labels
0.5309586,0.024378145,4
0.3132321,0.3840686,7
0.65063846,0.014042276,4
0.4174308,0.17347583,4
0.3185066,0.4166982,6
0.65063846,0.014042276,4
0.36785415,0.6639227,0
0.450715,0.11874628,3
0.3431933,0.3667923,7
0.9731016,0.5974936,2
0.49745598,0.944641,0
0.6973052,0.23036681,12
0.49379146,0.43959266,11
0.47758487,0.67407274,0
0.4339335,0.65958405,11
0.41491747,0.12692076,3
0.47758487,0.67407274,0
0.31045216,0.36558655,5
0.47758487,0.67407274,0
0.50716466,0.19023354,3
0.3431933,0.3667923,7
0.36785415,0.6639227,0
0.76214105,0.7106695,2
0.7844578,0.5646655,2
0.4339335,0.65958405,11
0.75767374,0.76333904,2
0.42343563,0.15450393,3
0.2622351,0.3201557,7
0.10522125,0.60789746,1
0.3431933,0.3667923,7
0.10522125,0.60789746,1
0.57530147,0.6845226,2
0.57530147,0.6845226,2
0.4174308,0.17347583,4
0.418216,0.5754677,0
0.85931444,0.36511552,12
0.418216,0.5754677,0
0.69479525,0.19935174,3
0.64947426,0.32001764,0
0.6214978,0.6816161,2
0.6074014,0.5222604,11
0.4174308,0.17347583,4
0.48056847,0.17981958,3
0.49803135,0.5911938,0
0.8713173,0.4652121,9
0.41710404,0.57685226,0
0.4339335,0.65958405,11
0.4339335,0.65958405,11
0.22502722,0.4325589,7
0.3286341,0.80063665,10
0.49379146,0.43959266,11
0.22502722,0.4325589,7
0.73920554,0.7075376,2
0.41710404,0.57685226,0
0.82680565,0.6212775,9
0.49379146,0.43959266,11
0.93848634,0.55395293,2
0.34953052,0.8706544,10
0.49794555,0.3804927,6
0.717188,0.5951536,12
0.75767374,0.76333904,2
0.861377,0.33602616,12
0.11301397,0.6027359,1
0.22502722,0.4325589,7
0.47045884,0.6565263,0
0.6214978,0.6816161,2
0.47045884,0.6565263,0
0.36785415,0.6639227,0
0.019992428,0.23442116,7
0.22502722,0.4325589,7
0.86298025,0.37680683,12
0.36785415,0.6639227,0
0.76057917,0.538482,2
0.49379146,0.43959266,11
0.10522125,0.60789746,1
0.7619403,0.5309907,12
0.99228853,0.5744576,2
0.73451114,0.21609166,12
0.41910434,0.23048982,4
0.6331755,0.24716565,3
0.94685054,0.6050858,2
0.41910434,0.23048982,4
0.49803135,0.5911938,0
0.660766,0.4473146,12
0.4150913,0.6395,0
0.36785415,0.6639227,0
0.29503998,0.3301032,5
0.2973006,0.42072025,7
0.2973006,0.42072025,7
0.019992428,0.23442116,7
0.2973006,0.42072025,7
0.86157966,0.1638073,4
0.8074136,0.5294936,12
0.2973006,0.42072025,7
0.4339335,0.65958405,11
0.7619403,0.5309907,12
0.75767374,0.76333904,2
0.36785415,0.6639227,0
0.82476693,0.5376573,9
0.47758487,0.67407274,0
0.47758487,0.67407274,0
0.831046,0.55793077,9
0.2973006,0.42072025,7
0.6348879,0.741023,2
0.48481894,0.40401837,6
0.69479525,0.19935174,3
0.4569242,0.61847496,11
0.41910434,0.23048982,4
0.2755224,0.4046875,7
0.44047672,0.63995796,0
0.8757113,0.38519287,12
0.72610754,0.6338821,2
0.2973006,0.42072025,7
0.7637939,0.5610115,12
0.5603909,0.5068151,11
0.44047672,0.63995796,0
0.11301397,0.6027359,1
0.47159898,0.96767783,0
0.57530147,0.6845226,2
0.4339335,0.65958405,11
0.36785415,0.6639227,0
0.2755224,0.4046875,7
0.23420413,0.25185284,5
0.41910434,0.23048982,4
0.54073197,0.3725182,6
0.41910434,0.23048982,4
0.36785415,0.6639227,0
0.47758487,0.67407274,0
0.4768818,0.38259327,11
0.86157966,0.1638073,4
0.59178966,0.34131125,6
0.11301397,0.6027359,1
0.47758487,0.67407274,0
0.47497368,0.20473963,3
0.48056847,0.17981958,3
0.41910434,0.23048982,4
0.35283569,0.81162155,10
0.7587542,0.38562095,12
0.4339335,0.65958405,11
0.6533675,0.4537516,12
0.36785415,0.6639227,0
0.5972817,0.046623826,4
0.4150913,0.6395,0
0.2755224,0.4046875,7
0.60857254,0.6920382,2
0.47108996,0.6112957,11
0.19381455,0.25502762,5
0.64584213,0.36481774,0
0.11301397,0.6027359,1
0.6533675,0.4537516,12
0.69146913,0.43008292,14
0.2973006,0.42072025,7
0.8012364,0.41784817,8
0.86157966,0.1638073,4
0.59233207,0.49533015,13
0.5191377,0.4025408,11
0.36785415,0.6639227,0
0.39081123,0.34072196,6
0.11301397,0.6027359,1
0.6394559,0.3957871,14
0.42261818,0.19443895,4
0.89327985,0.37959865,8
0.42343563,0.15450393,3
0.5972817,0.046623826,4
0.4339335,0.65958405,11
0.73920554,0.7075376,2
0.36785415,0.6639227,0
0.11301397,0.6027359,1
0.01866223,0.21278112,7
0.01866223,0.21278112,7
0.6204142,0.4977228,14
0.8725344,0.3861513,12
0.03933271,0.6160482,1
0.11444175,0.61990833,1
0.44047672,0.63995796,0
0.1190784,0.18987617,5
0.42343563,0.15450393,3
0.60366863,0.32186356,6
0.5853697,0.451618,14
0.6827511,0.46386847,14
0.6002904,0.46077883,13
0.072240636,0.63022846,1
0.36785415,0.6639227,0
0.76423866,0.5158801,12
0.6331755,0.24716565,3
0.41491747,0.12692076,3
0.46188673,0.18103477,4
0.5904122,0.70783734,2
0.019992428,0.23442116,7
0.092581384,0.5670385,1
0.6002904,0.46077883,13
0.79669875,0.54069114,12
0.418216,0.5754677,0
0.24826643,0.3849354,7
0.5363209,0.4813955,13
0.42261818,0.19443895,4
0.6375421,0.4389388,12
0.28059977,0.40264633,7
0.47159898,0.96767783,0
0.019992428,0.23442116,7
0.20791043,0.2342463,5
0.32675081,0.43582764,7
0.29503998,0.3301032,5
0.6749506,0.7956397,2
0.6968332,0.51106536,2
0.32675081,0.43582764,7
0.42261818,0.19443895,4
0.6904763,0.34501967,0
0.6904763,0.34501967,0
0.32675081,0.43582764,7
0.6498841,0.6688975,2
0.42261818,0.19443895,4
0.47159898,0.96767783,0
0.61710566,0.7227565,2
0.35497996,0.4510968,7
0.41910434,0.23048982,4
0.88503647,0.3463129,12
0.41910434,0.23048982,4
0.44847757,0.9583378,0
0.42034763,0.6136702,11
0.70646155,0.56763136,2
0.41491747,0.12692076,3
0.22920625,0.55512196,5
0.36785415,0.6639227,0
0.61685646,0.4589112,12
0.10522125,0.60789746,1
0.41491747,0.12692076,3
0.3415549,0.82513684,10
0.7619403,0.5309907,12
0.4577256,0.17783569,3
0.626234,0.42649418,12
0.5974405,0.31602237,6
0.26756075,0.34566033,7
0.10522125,0.60789746,1
0.46698394,0.21001862,4
0.7250306,0.52967334,9
0.01866223,0.21278112,7
0.36837074,0.6472538,11
0.10522125,0.60789746,1
0.37080345,0.70318395,11
0.5154075,0.38987073,6
0.7034116,0.11923581,4
0.10522125,0.60789746,1
0.6904763,0.34501967,0
0.47758487,0.67407274,0
0.60859203,0.31215796,6
0.40524325,0.5852646,11
0.22502722,0.4325589,7
0.10522125,0.60789746,1
0.6348879,0.741023,2
0.418216,0.5754677,0
0.5093833,0.4443508,11
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.91632855,0.5739254,2
0.58374596,0.32671323,3
0.01866223,0.21278112,7
0.41910434,0.23048982,4
0.6277087,0.3911619,14
0.4069169,0.5272938,11
0.38556248,0.67551357,11
0.47159898,0.96767783,0
0.78194976,0.59431225,12
0.41910434,0.23048982,4
0.5654942,0.51470107,0
0.38556248,0.67551357,11
0.41910434,0.23048982,4
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.56324786,0.47081468,11
0.22502722,0.4325589,7
0.22502722,0.4325589,7
0.4150913,0.6395,0
0.10522125,0.60789746,1
0.78642005,0.43620065,8
0.10522125,0.60789746,1
0.74544,0.2252673,12
0.41910434,0.23048982,4
0.10522125,0.60789746,1
0.22502722,0.4325589,7
0.22502722,0.4325589,7
0.7129458,0.46756044,14
0.41910434,0.23048982,4
0.10522125,0.60789746,1
0.52690226,0.4637918,13
0.6851404,0.37997353,0
0.8571874,0.58798563,9
0.22502722,0.4325589,7
0.41910434,0.23048982,4
0.38556248,0.67551357,11
0.72923446,0.70658493,2
0.10522125,0.60789746,1
0.40645018,0.608656,0
0.77537197,0.70315033,2
0.4339335,0.65958405,11
0.57324284,0.33348486,6
0.36785415,0.6639227,0
0.75767374,0.76333904,2
0.57530147,0.6845226,2
0.9629132,0.4475506,8
0.37651587,0.65545255,0
0.10522125,0.60789746,1
0.6214978,0.6816161,2
0.0633095,0.22994363,7
0.38811585,0.61224216,11
0.41910434,0.23048982,4
0.86496747,0.5252633,9
0.10522125,0.60789746,1
0.0633095,0.22994363,7
0.46504104,0.4204782,11
0.36785415,0.6639227,0
0.22502722,0.4325589,7
0.36785415,0.6639227,0
0.64584213,0.36481774,0
0.41910434,0.23048982,4
0.23180497,0.5228578,5
0.4339335,0.65958405,11
0.4339335,0.65958405,11
0.4339335,0.65958405,11
0.41910434,0.23048982,4
0.311238,0.32469073,5
0.36785415,0.6639227,0
0.67609155,0.65084237,2
0.67609155,0.65084237,2
0.36785415,0.6639227,0
0.83901936,0.3774894,12
0.10522125,0.60789746,1
0.352863,0.85408,10
0.8074136,0.5294936,12
0.9462603,0.58137894,2
0.60977113,0.44542083,12
0.36785415,0.6639227,0
0.22502722,0.4325589,7
0.36785415,0.6639227,0
0.60380775,0.32767686,3
0.63887805,0.43775356,12
0.4339335,0.65958405,11
0.41491747,0.12692076,3
0.0633095,0.22994363,7
0.10522125,0.60789746,1
0.6904763,0.34501967,0
0.46976972,0.3545718,6
0.8074136,0.5294936,12
0.8678078,0.5815789,9
0.79581046,0.63019186,9
0.22736908,0.31267747,5
0.6285592,0.48541138,14
0.22502722,0.4325589,7
0.41910434,0.23048982,4
0.44847757,0.9583378,0
0.95665187,0.6710721,0
0.22502722,0.4325589,7
0.49379146,0.43959266,11
0.49379146,0.43959266,11
0.86157966,0.1638073,4
0.10522125,0.60789746,1
0.9848708,0.5831441,2
0.667629,0.7019418,2
0.4339335,0.65958405,11
0.29503998,0.3301032,5
0.10522125,0.60789746,1
0.22502722,0.4325589,7
0.44847757,0.9583378,0
0.0633095,0.22994363,7
0.49379146,0.43959266,11
0.58492357,0.66954434,2
0.7344815,0.73502666,2
0.6338185,0.42826855,13
0.86157966,0.1638073,4
0.40545252,0.11708104,3
0.64849174,0.40151983,12
0.46210444,0.8224879,10
0.5844218,0.38287416,6
0.79669875,0.54069114,12
0.44847757,0.9583378,0
0.81784296,0.5696838,12
0.70327896,0.41808626,14
0.10522125,0.60789746,1
0.8809129,0.20237473,4
0.22502722,0.4325589,7
0.38556248,0.67551357,11
0.22502722,0.4325589,7
0.22502722,0.4325589,7
0.41910434,0.23048982,4
0.4030983,0.69919544,11
0.10522125,0.60789746,1
0.38950294,0.8481506,10
0.0633095,0.22994363,7
0.10522125,0.60789746,1
0.22502722,0.4325589,7
0.41491747,0.12692076,3
0.8401291,0.6274923,9
0.4174308,0.17347583,4
0.22502722,0.4325589,7
0.38526344,0.24606234,4
0.7619403,0.5309907,12
0.85730666,0.563318,9
0.4339335,0.65958405,11
0.86157966,0.1638073,4
0.9540038,0.43934742,8
0.46232212,0.8363509,10
0.7143975,0.52125686,2
0.22502722,0.4325589,7
0.10522125,0.60789746,1
0.57216936,0.01904424,4
0.56696194,0.23214395,3
0.47159898,0.96767783,0
0.36785415,0.6639227,0
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.311238,0.32469073,5
0.4339335,0.65958405,11
0.10522125,0.60789746,1
0.47159898,0.96767783,0
0.43597555,0.59637636,11
0.418216,0.5754677,0
0.10522125,0.60789746,1
0.6449029,0.69193965,2
0.8379298,0.42481592,8
0.36785415,0.6639227,0
0.44047672,0.63995796,0
0.4174308,0.17347583,4
0.83211815,0.48168418,8
0.10522125,0.60789746,1
0.7136177,0.74833536,2
0.10522125,0.60789746,1
0.7762864,0.69825846,2
0.22502722,0.4325589,7
0.0633095,0.22994363,7
0.544483,0.45840666,13
0.74563366,0.6720394,2
0.4174308,0.17347583,4
0.35603538,0.3610627,7
0.418216,0.5754677,0
0.6057709,0.23318204,3
0.57216936,0.01904424,4
0.22502722,0.4325589,7
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.5191377,0.4025408,11
0.39853278,0.61934346,11
0.22502722,0.4325589,7
0.5629853,0.4710143,11
0.39853278,0.61934346,11
0.4150913,0.6395,0
0.57216936,0.01904424,4
0.57216936,0.01904424,4
0.450715,0.11874628,3
0.47159898,0.96767783,0
0.47108996,0.6112957,11
0.10522125,0.60789746,1
0.22502722,0.4325589,7
0.0633095,0.22994363,7
0.7637939,0.5610115,12
0.10522125,0.60789746,1
0.0633095,0.22994363,7
0.5260767,0.40759137,6
0.10522125,0.60789746,1
0.8891895,0.41623846,8
0.8074136,0.5294936,12
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.60857254,0.6920382,2
0.95043194,0.46909195,8
0.47108996,0.6112957,11
0.5093833,0.4443508,11
0.4174308,0.17347583,4
0.61649805,0.5046574,14
0.10522125,0.60789746,1
0.85777384,0.4675314,8
0.6621834,0.4216849,14
0.10522125,0.60789746,1
0.5008086,0.396611,6
0.6331755,0.24716565,3
0.78194976,0.59431225,12
0.59953016,0.070490904,4
0.4174308,0.17347583,4
0.22790973,0.51864684,5
0.4174308,0.17347583,4
0.43599278,0.5974926,11
0.82476693,0.5376573,9
0.22502722,0.4325589,7
0.10522125,0.60789746,1
0.4174308,0.17347583,4
0.10522125,0.60789746,1
0.0633095,0.22994363,7
0.52025247,0.5203558,11
0.22502722,0.4325589,7
0.10522125,0.60789746,1
0.38857427,0.35169953,6
0.6379985,0.49708998,14
0.78004944,0.5056475,12
0.10522125,0.60789746,1
0.36785415,0.6639227,0
0.71057814,0.35130832,0
0.37651587,0.65545255,0
0.40123358,0.5842929,11
0.8613988,0.52627724,2
0.37651587,0.65545255,0
0.22502722,0.4325589,7
0.4150913,0.6395,0
0.40123358,0.5842929,11
0.22502722,0.4325589,7
0.47159898,0.96767783,0
0.36785415,0.6639227,0
0.1190784,0.18987617,5
0.42034763,0.6136702,11
0.36785415,0.6639227,0
0.36785415,0.6639227,0
0.24932069,0.5501931,5
0.8132096,0.63546336,9
0.23420413,0.25185284,5
0.29503998,0.3301032,5
0.36785415,0.6639227,0
0.75702226,0.56320065,12
0.22502722,0.4325589,7
0.63287365,0.50744087,14
0.22502722,0.4325589,7
0.57216936,0.01904424,4
0.4174308,0.17347583,4
0.36785415,0.6639227,0
0.20791043,0.2342463,5
0.42343563,0.15450393,3
0.41745886,0.23319007,4
0.15765676,0.2841824,7
0.73451114,0.21609166,12
0.7291996,0.50949323,9
0.8822784,0.46891445,9
0.4174308,0.17347583,4
0.757385,0.71128845,2
0.47758487,0.67407274,0
0.6904763,0.34501967,0
0.5191377,0.4025408,11
0.5191377,0.4025408,11
0.5191377,0.4025408,11
0.5460058,0.4747065,13
0.47758487,0.67407274,0
0.6960568,0.7548176,2
0.59953016,0.070490904,4
0.47758487,0.67407274,0
0.5191377,0.4025408,11
0.6107127,0.47947106,0
0.72299075,0.5184384,14
0.8232361,0.27266958,12
0.8866751,0.3538574,12
0.4339335,0.65958405,11
0.89418954,0.58660656,9
0.22502722,0.4325589,7
0.10522125,0.60789746,1
0.19381455,0.25502762,5
0.4339335,0.65958405,11
0.46504104,0.4204782,11
0.78572774,0.6011277,9
0.418216,0.5754677,0
0.38811585,0.61224216,11
0.418216,0.5754677,0
0.4707101,0.21615617,3
0.80112153,0.445758,8
0.75767374,0.76333904,2
0.40132377,0.7016484,11
0.32154348,0.35806698,5
0.46504104,0.4204782,11
0.10522125,0.60789746,1
0.6697506,0.49335968,14
0.22502722,0.4325589,7
0.541202,0.6580903,0
0.38556248,0.67551357,11
0.22502722,0.4325589,7
0.75767374,0.76333904,2
0.0633095,0.22994363,7
0.76244247,0.40022835,12
0.38811585,0.61224216,11
0.5243405,0.36879498,3
0.5977389,0.5306959,11
0.26659527,0.53233236,5
0.22502722,0.4325589,7
0.10522125,0.60789746,1
0.0715827,0.24358785,7
0.4339335,0.65958405,11
0.70893,0.23971958,12
0.10522125,0.60789746,1
0.95843923,0.59579456,2
0.4174308,0.17347583,4
0.4339335,0.65958405,11
0.0633095,0.22994363,7
0.6771118,0.45505753,14
0.48056847,0.17981958,3
0.36785415,0.6639227,0
0.86157966,0.1638073,4
0.61440754,0.3129345,6
0.4339335,0.65958405,11
0.4174308,0.17347583,4
0.39579505,0.5436212,11
0.22502722,0.4325589,7
0.10522125,0.60789746,1
0.69479525,0.19935174,3
0.4150913,0.6395,0
0.47497368,0.20473963,3
0.67609155,0.65084237,2
0.4174308,0.17347583,4
0.4814942,0.39057732,6
0.10522125,0.60789746,1
0.9293575,0.5671837,2
0.0633095,0.22994363,7
0.6057709,0.23318204,3
0.4886308,0.34139797,3
0.1190784,0.18987617,5
0.4150913,0.6395,0
0.4174308,0.17347583,4
0.61736685,0.5069134,14
0.72610754,0.6338821,2
0.22502722,0.4325589,7
0.7637939,0.5610115,12
0.59953016,0.070490904,4
0.38556248,0.67551357,11
0.666276,0.34048188,0
0.10522125,0.60789746,1
0.4339335,0.65958405,11
0.73451114,0.21609166,12
0.29503998,0.3301032,5
0.22502722,0.4325589,7
0.6268207,0.32470393,3
0.4174308,0.17347583,4
0.5033837,0.37033734,3
0.7906775,0.5662756,2
0.22502722,0.4325589,7
0.22502722,0.4325589,7
0.4174308,0.17347583,4
0.5093833,0.4443508,11
0.4339335,0.65958405,11
0.22502722,0.4325589,7
0.44047672,0.63995796,0
0.5093833,0.4443508,11
0.10522125,0.60789746,1
0.26659527,0.53233236,5
0.7283566,0.68787736,2
0.26659527,0.53233236,5
0.44047672,0.63995796,0
0.44047672,0.63995796,0
0.5093833,0.4443508,11
0.757385,0.71128845,2
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.8615817,0.53863966,9
0.4239989,0.08926908,3
0.10522125,0.60789746,1
0.8312925,0.42481166,8
0.86157966,0.1638073,4
0.47159898,0.96767783,0
0.5508734,0.060323607,4
0.72005785,0.727398,2
0.4339335,0.65958405,11
0.11301397,0.6027359,1
0.22502722,0.4325589,7
0.22502722,0.4325589,7
0.0633095,0.22994363,7
0.6285592,0.48541138,14
0.46232212,0.8363509,10
0.47675836,0.43518582,11
0.8323908,0.49929458,9
0.58492357,0.66954434,2
0.10522125,0.60789746,1
0.86157966,0.1638073,4
0.22502722,0.4325589,7
0.10522125,0.60789746,1
0.31420773,0.8617381,1
0.79529935,0.16953228,4
0.5188771,0.40307602,6
0.47159898,0.96767783,0
0.58492357,0.66954434,2
0.63094956,0.34176093,12
0.748674,0.4840058,12
0.5947771,0.45675224,13
0.22502722,0.4325589,7
0.84383315,0.41201484,12
0.22502722,0.4325589,7
0.69990516,0.42159107,14
0.38811585,0.61224216,11
0.10522125,0.60789746,1
0.4841414,0.3583704,3
0.6053878,0.52936697,0
0.0633095,0.22994363,7
0.75767374,0.76333904,2
0.0,0.6599938,1
0.22502722,0.4325589,7
0.10522125,0.60789746,1
0.544483,0.45840666,13
0.666276,0.34048188,0
0.22502722,0.4325589,7
0.6057709,0.23318204,3
0.75767374,0.76333904,2
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.73145187,0.5348428,12
0.40545252,0.11708104,3
0.4069169,0.5272938,11
0.10522125,0.60789746,1
0.6827496,0.46386695,14
0.49633375,0.40022543,11
0.8041257,0.6079753,9
0.5033837,0.37033734,3
0.7208969,0.69670105,2
0.450715,0.11874628,3
0.36785415,0.6639227,0
0.36784866,0.88445544,10
0.5260767,0.40759137,6
0.6246341,0.3535354,6
0.36785415,0.6639227,0
0.6616664,0.42294526,12
0.57530147,0.6845226,2
0.40545252,0.11708104,3
0.10522125,0.60789746,1
0.95843923,0.59579456,2
0.60857254,0.6920382,2
0.8621931,0.4640182,8
0.55319434,0.5132392,0
0.19381455,0.25502762,5
0.10522125,0.60789746,1
0.36785415,0.6639227,0
0.16329817,0.15142591,7
0.36785415,0.6639227,0
0.36785415,0.6639227,0
0.3431933,0.3667923,7
0.4174308,0.17347583,4
0.3431933,0.3667923,7
0.3431933,0.3667923,7
0.4174308,0.17347583,4
0.42343563,0.15450393,3
0.4174308,0.17347583,4
0.2622351,0.3201557,7
0.69479525,0.19935174,3
0.75836414,0.6539865,2
0.10522125,0.60789746,1
0.10522125,0.60789746,1
0.4174308,0.17347583,4
0.5904122,0.70783734,2
0.10522125,0.60789746,1
0.5353376,0.39021605,6
0.76423866,0.5158801,12
0.72610754,0.6338821,2
0.7702217,0.23612404,12
0.8637661,0.55088943,9
0.54563123,0.24203363,3
0.11301397,0.6027359,1
0.3431933,0.3667923,7
0.47758487,0.67407274,0
0.11301397,0.6027359,1
0.86157966,0.1638073,4
0.8265689,0.35351512,12
0.6095681,0.3677204,6
0.8477246,0.6297864,9
0.3286341,0.80063665,10
0.3431933,0.3667923,7
0.11301397,0.6027359,1
0.84382486,0.41199124,12
0.4339335,0.65958405,11
0.11301397,0.6027359,1
0.0633095,0.22994363,7
0.49178874,0.22128092,3
0.11301397,0.6027359,1
0.4174308,0.17347583,4
0.79529935,0.16953228,4
0.22790973,0.51864684,5
0.6372331,0.44850522,13
0.7744546,0.38895252,12
0.4339335,0.65958405,11
0.12184134,0.2651582,7
0.11301397,0.6027359,1
0.55334437,0.40828684,13
0.7283566,0.68787736,2
0.3431933,0.3667923,7
0.11301397,0.6027359,1
0.11301397,0.6027359,1
0.0633095,0.22994363,7
0.4174308,0.17347583,4
0.4174308,0.17347583,4
0.11301397,0.6027359,1
0.3431933,0.3667923,7
0.45567283,0.11128007,3
0.50716466,0.19023354,3
0.29503998,0.3301032,5
0.49379146,0.43959266,11
0.47758487,0.67407274,0
0.11301397,0.6027359,1
0.11301397,0.6027359,1
0.6904763,0.34501967,0
0.2622351,0.3201557,7
0.6533675,0.4537516,12
0.11301397,0.6027359,1
0.6904763,0.34501967,0
0.12184134,0.2651582,7
0.78995275,0.43048042,8
0.51703274,0.8297148,10
0.2622351,0.3201557,7
0.65989274,0.4236768,12
0.3431933,0.3667923,7
0.0633095,0.22994363,7
0.49379146,0.43959266,11
0.73920554,0.7075376,2
0.8853253,0.48286262,9
0.3431933,0.3667923,7
0.79529935,0.16953228,4
0.4339335,0.65958405,11
0.3431933,0.3667923,7
0.4219479,0.30839658,4
0.11301397,0.6027359,1
0.450715,0.11874628,3
0.4174308,0.17347583,4
0.11301397,0.6027359,1
0.11301397,0.6027359,1
0.4339335,0.65958405,11
0.4726816,0.817493,10
0.81784296,0.5696838,12
0.8539506,0.5360925,9
0.55804944,0.23048304,3
0.5396188,0.44945827,13
0.98660076,0.5606065,2
0.12184134,0.2651582,7
0.11301397,0.6027359,1
0.73767364,0.13963434,4
0.29503998,0.3301032,5
0.75829136,0.67817086,2
0.3431933,0.3667923,7
0.4174308,0.17347583,4
0.11301397,0.6027359,1
0.11301397,0.6027359,1
0.48056847,0.17981958,3
0.11301397,0.6027359,1
0.37528726,0.8126349,10
0.11301397,0.6027359,1
0.5650854,0.46620667,14
0.4339335,0.65958405,11
0.86157966,0.1638073,4
0.70782965,0.20599318,12
0.29752442,0.7713147,1
0.10118473,0.55326897,1
